emoji,code_points,description
💇🏽‍♀️,1F487 1F3FD 200D 2640 FE0F                  ,woman getting haircut: medium skin tone
💇🏽‍♂️,1F487 1F3FD 200D 2642 FE0F                  ,man getting haircut: medium skin tone
💇🏾‍♀️,1F487 1F3FE 200D 2640 FE0F                  ,woman getting haircut: medium-dark skin tone
💇🏾‍♂️,1F487 1F3FE 200D 2642 FE0F                  ,man getting haircut: medium-dark skin tone
💇🏿‍♀️,1F487 1F3FF 200D 2640 FE0F                  ,woman getting haircut: dark skin tone
💇🏿‍♂️,1F487 1F3FF 200D 2642 FE0F                  ,man getting haircut: dark skin tone
🕵🏻‍♀️,1F575 1F3FB 200D 2640 FE0F                  ,woman detective: light skin tone
🕵🏻‍♂️,1F575 1F3FB 200D 2642 FE0F                  ,man detective: light skin tone
🕵🏼‍♀️,1F575 1F3FC 200D 2640 FE0F                  ,woman detective: medium-light skin tone
🕵🏼‍♂️,1F575 1F3FC 200D 2642 FE0F                  ,man detective: medium-light skin tone
🕵🏽‍♀️,1F575 1F3FD 200D 2640 FE0F                  ,woman detective: medium skin tone
🕵🏽‍♂️,1F575 1F3FD 200D 2642 FE0F                  ,man detective: medium skin tone
🕵🏾‍♀️,1F575 1F3FE 200D 2640 FE0F                  ,woman detective: medium-dark skin tone
🕵🏾‍♂️,1F575 1F3FE 200D 2642 FE0F                  ,man detective: medium-dark skin tone
🕵🏿‍♀️,1F575 1F3FF 200D 2640 FE0F                  ,woman detective: dark skin tone
🕵🏿‍♂️,1F575 1F3FF 200D 2642 FE0F                  ,man detective: dark skin tone
🕵️‍♀️,1F575 FE0F 200D 2640 FE0F                   ,woman detective
🕵️‍♂️,1F575 FE0F 200D 2642 FE0F                   ,man detective
🙅‍♀️,1F645 200D 2640 FE0F                        ,woman gesturing NO
🙅‍♂️,1F645 200D 2642 FE0F                        ,man gesturing NO
🙅🏻‍♀️,1F645 1F3FB 200D 2640 FE0F                  ,woman gesturing NO: light skin tone
🙅🏻‍♂️,1F645 1F3FB 200D 2642 FE0F                  ,man gesturing NO: light skin tone
🙅🏼‍♀️,1F645 1F3FC 200D 2640 FE0F                  ,woman gesturing NO: medium-light skin tone
🙅🏼‍♂️,1F645 1F3FC 200D 2642 FE0F                  ,man gesturing NO: medium-light skin tone
🙅🏽‍♀️,1F645 1F3FD 200D 2640 FE0F                  ,woman gesturing NO: medium skin tone
🙅🏽‍♂️,1F645 1F3FD 200D 2642 FE0F                  ,man gesturing NO: medium skin tone
🙅🏾‍♀️,1F645 1F3FE 200D 2640 FE0F                  ,woman gesturing NO: medium-dark skin tone
🙅🏾‍♂️,1F645 1F3FE 200D 2642 FE0F                  ,man gesturing NO: medium-dark skin tone
🙅🏿‍♀️,1F645 1F3FF 200D 2640 FE0F                  ,woman gesturing NO: dark skin tone
🙅🏿‍♂️,1F645 1F3FF 200D 2642 FE0F                  ,man gesturing NO: dark skin tone
🙆‍♀️,1F646 200D 2640 FE0F                        ,woman gesturing OK
🙆‍♂️,1F646 200D 2642 FE0F                        ,man gesturing OK
🙆🏻‍♀️,1F646 1F3FB 200D 2640 FE0F                  ,woman gesturing OK: light skin tone
🙆🏻‍♂️,1F646 1F3FB 200D 2642 FE0F                  ,man gesturing OK: light skin tone
🙆🏼‍♀️,1F646 1F3FC 200D 2640 FE0F                  ,woman gesturing OK: medium-light skin tone
🙆🏼‍♂️,1F646 1F3FC 200D 2642 FE0F                  ,man gesturing OK: medium-light skin tone
🙆🏽‍♀️,1F646 1F3FD 200D 2640 FE0F                  ,woman gesturing OK: medium skin tone
🙆🏽‍♂️,1F646 1F3FD 200D 2642 FE0F                  ,man gesturing OK: medium skin tone
🙆🏾‍♀️,1F646 1F3FE 200D 2640 FE0F                  ,woman gesturing OK: medium-dark skin tone
🙆🏾‍♂️,1F646 1F3FE 200D 2642 FE0F                  ,man gesturing OK: medium-dark skin tone
🙆🏿‍♀️,1F646 1F3FF 200D 2640 FE0F                  ,woman gesturing OK: dark skin tone
🙆🏿‍♂️,1F646 1F3FF 200D 2642 FE0F                  ,man gesturing OK: dark skin tone
🙇‍♀️,1F647 200D 2640 FE0F                        ,woman bowing
🙇‍♂️,1F647 200D 2642 FE0F                        ,man bowing
🙇🏻‍♀️,1F647 1F3FB 200D 2640 FE0F                  ,woman bowing: light skin tone
🙇🏻‍♂️,1F647 1F3FB 200D 2642 FE0F                  ,man bowing: light skin tone
🙇🏼‍♀️,1F647 1F3FC 200D 2640 FE0F                  ,woman bowing: medium-light skin tone
🙇🏼‍♂️,1F647 1F3FC 200D 2642 FE0F                  ,man bowing: medium-light skin tone
🙇🏽‍♀️,1F647 1F3FD 200D 2640 FE0F                  ,woman bowing: medium skin tone
🙇🏽‍♂️,1F647 1F3FD 200D 2642 FE0F                  ,man bowing: medium skin tone
🙇🏾‍♀️,1F647 1F3FE 200D 2640 FE0F                  ,woman bowing: medium-dark skin tone
🙇🏾‍♂️,1F647 1F3FE 200D 2642 FE0F                  ,man bowing: medium-dark skin tone
🙇🏿‍♀️,1F647 1F3FF 200D 2640 FE0F                  ,woman bowing: dark skin tone
🙇🏿‍♂️,1F647 1F3FF 200D 2642 FE0F                  ,man bowing: dark skin tone
🙋‍♀️,1F64B 200D 2640 FE0F                        ,woman raising hand
🙋‍♂️,1F64B 200D 2642 FE0F                        ,man raising hand
🙋🏻‍♀️,1F64B 1F3FB 200D 2640 FE0F                  ,woman raising hand: light skin tone
🙋🏻‍♂️,1F64B 1F3FB 200D 2642 FE0F                  ,man raising hand: light skin tone
🙋🏼‍♀️,1F64B 1F3FC 200D 2640 FE0F                  ,woman raising hand: medium-light skin tone
🙋🏼‍♂️,1F64B 1F3FC 200D 2642 FE0F                  ,man raising hand: medium-light skin tone
🙋🏽‍♀️,1F64B 1F3FD 200D 2640 FE0F                  ,woman raising hand: medium skin tone
🙋🏽‍♂️,1F64B 1F3FD 200D 2642 FE0F                  ,man raising hand: medium skin tone
🙋🏾‍♀️,1F64B 1F3FE 200D 2640 FE0F                  ,woman raising hand: medium-dark skin tone
🙋🏾‍♂️,1F64B 1F3FE 200D 2642 FE0F                  ,man raising hand: medium-dark skin tone
🙋🏿‍♀️,1F64B 1F3FF 200D 2640 FE0F                  ,woman raising hand: dark skin tone
🙋🏿‍♂️,1F64B 1F3FF 200D 2642 FE0F                  ,man raising hand: dark skin tone
🙍‍♀️,1F64D 200D 2640 FE0F                        ,woman frowning
🙍‍♂️,1F64D 200D 2642 FE0F                        ,man frowning
🙍🏻‍♀️,1F64D 1F3FB 200D 2640 FE0F                  ,woman frowning: light skin tone
🙍🏻‍♂️,1F64D 1F3FB 200D 2642 FE0F                  ,man frowning: light skin tone
🙍🏼‍♀️,1F64D 1F3FC 200D 2640 FE0F                  ,woman frowning: medium-light skin tone
🙍🏼‍♂️,1F64D 1F3FC 200D 2642 FE0F                  ,man frowning: medium-light skin tone
🙍🏽‍♀️,1F64D 1F3FD 200D 2640 FE0F                  ,woman frowning: medium skin tone
🙍🏽‍♂️,1F64D 1F3FD 200D 2642 FE0F                  ,man frowning: medium skin tone
🙍🏾‍♀️,1F64D 1F3FE 200D 2640 FE0F                  ,woman frowning: medium-dark skin tone
🙍🏾‍♂️,1F64D 1F3FE 200D 2642 FE0F                  ,man frowning: medium-dark skin tone
🙍🏿‍♀️,1F64D 1F3FF 200D 2640 FE0F                  ,woman frowning: dark skin tone
🙍🏿‍♂️,1F64D 1F3FF 200D 2642 FE0F                  ,man frowning: dark skin tone
🙎‍♀️,1F64E 200D 2640 FE0F                        ,woman pouting
🙎‍♂️,1F64E 200D 2642 FE0F                        ,man pouting
🙎🏻‍♀️,1F64E 1F3FB 200D 2640 FE0F                  ,woman pouting: light skin tone
🙎🏻‍♂️,1F64E 1F3FB 200D 2642 FE0F                  ,man pouting: light skin tone
🙎🏼‍♀️,1F64E 1F3FC 200D 2640 FE0F                  ,woman pouting: medium-light skin tone
🙎🏼‍♂️,1F64E 1F3FC 200D 2642 FE0F                  ,man pouting: medium-light skin tone
🙎🏽‍♀️,1F64E 1F3FD 200D 2640 FE0F                  ,woman pouting: medium skin tone
🙎🏽‍♂️,1F64E 1F3FD 200D 2642 FE0F                  ,man pouting: medium skin tone
🙎🏾‍♀️,1F64E 1F3FE 200D 2640 FE0F                  ,woman pouting: medium-dark skin tone
🙎🏾‍♂️,1F64E 1F3FE 200D 2642 FE0F                  ,man pouting: medium-dark skin tone
🙎🏿‍♀️,1F64E 1F3FF 200D 2640 FE0F                  ,woman pouting: dark skin tone
🙎🏿‍♂️,1F64E 1F3FF 200D 2642 FE0F                  ,man pouting: dark skin tone
🚣‍♀️,1F6A3 200D 2640 FE0F                        ,woman rowing boat
🚣‍♂️,1F6A3 200D 2642 FE0F                        ,man rowing boat
🚣🏻‍♀️,1F6A3 1F3FB 200D 2640 FE0F                  ,woman rowing boat: light skin tone
🚣🏻‍♂️,1F6A3 1F3FB 200D 2642 FE0F                  ,man rowing boat: light skin tone
🚣🏼‍♀️,1F6A3 1F3FC 200D 2640 FE0F                  ,woman rowing boat: medium-light skin tone
🚣🏼‍♂️,1F6A3 1F3FC 200D 2642 FE0F                  ,man rowing boat: medium-light skin tone
🚣🏽‍♀️,1F6A3 1F3FD 200D 2640 FE0F                  ,woman rowing boat: medium skin tone
🚣🏽‍♂️,1F6A3 1F3FD 200D 2642 FE0F                  ,man rowing boat: medium skin tone
🚣🏾‍♀️,1F6A3 1F3FE 200D 2640 FE0F                  ,woman rowing boat: medium-dark skin tone
🚣🏾‍♂️,1F6A3 1F3FE 200D 2642 FE0F                  ,man rowing boat: medium-dark skin tone
🚣🏿‍♀️,1F6A3 1F3FF 200D 2640 FE0F                  ,woman rowing boat: dark skin tone
🚣🏿‍♂️,1F6A3 1F3FF 200D 2642 FE0F                  ,man rowing boat: dark skin tone
🚴‍♀️,1F6B4 200D 2640 FE0F                        ,woman biking
🚴‍♂️,1F6B4 200D 2642 FE0F                        ,man biking
🚴🏻‍♀️,1F6B4 1F3FB 200D 2640 FE0F                  ,woman biking: light skin tone
🚴🏻‍♂️,1F6B4 1F3FB 200D 2642 FE0F                  ,man biking: light skin tone
🚴🏼‍♀️,1F6B4 1F3FC 200D 2640 FE0F                  ,woman biking: medium-light skin tone
🚴🏼‍♂️,1F6B4 1F3FC 200D 2642 FE0F                  ,man biking: medium-light skin tone
🚴🏽‍♀️,1F6B4 1F3FD 200D 2640 FE0F                  ,woman biking: medium skin tone
🚴🏽‍♂️,1F6B4 1F3FD 200D 2642 FE0F                  ,man biking: medium skin tone
🚴🏾‍♀️,1F6B4 1F3FE 200D 2640 FE0F                  ,woman biking: medium-dark skin tone
🚴🏾‍♂️,1F6B4 1F3FE 200D 2642 FE0F                  ,man biking: medium-dark skin tone
🚴🏿‍♀️,1F6B4 1F3FF 200D 2640 FE0F                  ,woman biking: dark skin tone
🚴🏿‍♂️,1F6B4 1F3FF 200D 2642 FE0F                  ,man biking: dark skin tone
🚵‍♀️,1F6B5 200D 2640 FE0F                        ,woman mountain biking
🚵‍♂️,1F6B5 200D 2642 FE0F                        ,man mountain biking
🚵🏻‍♀️,1F6B5 1F3FB 200D 2640 FE0F                  ,woman mountain biking: light skin tone
🚵🏻‍♂️,1F6B5 1F3FB 200D 2642 FE0F                  ,man mountain biking: light skin tone
🚵🏼‍♀️,1F6B5 1F3FC 200D 2640 FE0F                  ,woman mountain biking: medium-light skin tone
🚵🏼‍♂️,1F6B5 1F3FC 200D 2642 FE0F                  ,man mountain biking: medium-light skin tone
🚵🏽‍♀️,1F6B5 1F3FD 200D 2640 FE0F                  ,woman mountain biking: medium skin tone
🚵🏽‍♂️,1F6B5 1F3FD 200D 2642 FE0F                  ,man mountain biking: medium skin tone
🚵🏾‍♀️,1F6B5 1F3FE 200D 2640 FE0F                  ,woman mountain biking: medium-dark skin tone
🚵🏾‍♂️,1F6B5 1F3FE 200D 2642 FE0F                  ,man mountain biking: medium-dark skin tone
🚵🏿‍♀️,1F6B5 1F3FF 200D 2640 FE0F                  ,woman mountain biking: dark skin tone
🚵🏿‍♂️,1F6B5 1F3FF 200D 2642 FE0F                  ,man mountain biking: dark skin tone
🚶‍♀️,1F6B6 200D 2640 FE0F                        ,woman walking
🚶‍♀️‍➡️,1F6B6 200D 2640 FE0F 200D 27A1 FE0F         ,woman walking facing right
🚶‍♂️,1F6B6 200D 2642 FE0F                        ,man walking
🚶‍♂️‍➡️,1F6B6 200D 2642 FE0F 200D 27A1 FE0F         ,man walking facing right
🚶🏻‍♀️,1F6B6 1F3FB 200D 2640 FE0F                  ,woman walking: light skin tone
🚶🏻‍♀️‍➡️,1F6B6 1F3FB 200D 2640 FE0F 200D 27A1 FE0F   ,woman walking facing right: light skin tone
🚶🏻‍♂️,1F6B6 1F3FB 200D 2642 FE0F                  ,man walking: light skin tone
🚶🏻‍♂️‍➡️,1F6B6 1F3FB 200D 2642 FE0F 200D 27A1 FE0F   ,man walking facing right: light skin tone
🚶🏼‍♀️,1F6B6 1F3FC 200D 2640 FE0F                  ,woman walking: medium-light skin tone
🚶🏼‍♀️‍➡️,1F6B6 1F3FC 200D 2640 FE0F 200D 27A1 FE0F   ,woman walking facing right: medium-light skin tone
🚶🏼‍♂️,1F6B6 1F3FC 200D 2642 FE0F                  ,man walking: medium-light skin tone
🚶🏼‍♂️‍➡️,1F6B6 1F3FC 200D 2642 FE0F 200D 27A1 FE0F   ,man walking facing right: medium-light skin tone
🚶🏽‍♀️,1F6B6 1F3FD 200D 2640 FE0F                  ,woman walking: medium skin tone
🚶🏽‍♀️‍➡️,1F6B6 1F3FD 200D 2640 FE0F 200D 27A1 FE0F   ,woman walking facing right: medium skin tone
🚶🏽‍♂️,1F6B6 1F3FD 200D 2642 FE0F                  ,man walking: medium skin tone
🚶🏽‍♂️‍➡️,1F6B6 1F3FD 200D 2642 FE0F 200D 27A1 FE0F   ,man walking facing right: medium skin tone
🚶🏾‍♀️,1F6B6 1F3FE 200D 2640 FE0F                  ,woman walking: medium-dark skin tone
🚶🏾‍♀️‍➡️,1F6B6 1F3FE 200D 2640 FE0F 200D 27A1 FE0F   ,woman walking facing right: medium-dark skin tone
🚶🏾‍♂️,1F6B6 1F3FE 200D 2642 FE0F                  ,man walking: medium-dark skin tone
🚶🏾‍♂️‍➡️,1F6B6 1F3FE 200D 2642 FE0F 200D 27A1 FE0F   ,man walking facing right: medium-dark skin tone
🚶🏿‍♀️,1F6B6 1F3FF 200D 2640 FE0F                  ,woman walking: dark skin tone
🚶🏿‍♀️‍➡️,1F6B6 1F3FF 200D 2640 FE0F 200D 27A1 FE0F   ,woman walking facing right: dark skin tone
🚶🏿‍♂️,1F6B6 1F3FF 200D 2642 FE0F                  ,man walking: dark skin tone
🚶🏿‍♂️‍➡️,1F6B6 1F3FF 200D 2642 FE0F 200D 27A1 FE0F   ,man walking facing right: dark skin tone
🤦‍♀️,1F926 200D 2640 FE0F                        ,woman facepalming
🤦‍♂️,1F926 200D 2642 FE0F                        ,man facepalming
🤦🏻‍♀️,1F926 1F3FB 200D 2640 FE0F                  ,woman facepalming: light skin tone
🤦🏻‍♂️,1F926 1F3FB 200D 2642 FE0F                  ,man facepalming: light skin tone
🤦🏼‍♀️,1F926 1F3FC 200D 2640 FE0F                  ,woman facepalming: medium-light skin tone
🤦🏼‍♂️,1F926 1F3FC 200D 2642 FE0F                  ,man facepalming: medium-light skin tone
🤦🏽‍♀️,1F926 1F3FD 200D 2640 FE0F                  ,woman facepalming: medium skin tone
🤦🏽‍♂️,1F926 1F3FD 200D 2642 FE0F                  ,man facepalming: medium skin tone
🤦🏾‍♀️,1F926 1F3FE 200D 2640 FE0F                  ,woman facepalming: medium-dark skin tone
🤦🏾‍♂️,1F926 1F3FE 200D 2642 FE0F                  ,man facepalming: medium-dark skin tone
🤦🏿‍♀️,1F926 1F3FF 200D 2640 FE0F                  ,woman facepalming: dark skin tone
🤦🏿‍♂️,1F926 1F3FF 200D 2642 FE0F                  ,man facepalming: dark skin tone
🤵‍♀️,1F935 200D 2640 FE0F                        ,woman in tuxedo
🤵‍♂️,1F935 200D 2642 FE0F                        ,man in tuxedo
🤵🏻‍♀️,1F935 1F3FB 200D 2640 FE0F                  ,woman in tuxedo: light skin tone
🤵🏻‍♂️,1F935 1F3FB 200D 2642 FE0F                  ,man in tuxedo: light skin tone
🤵🏼‍♀️,1F935 1F3FC 200D 2640 FE0F                  ,woman in tuxedo: medium-light skin tone
🤵🏼‍♂️,1F935 1F3FC 200D 2642 FE0F                  ,man in tuxedo: medium-light skin tone
🤵🏽‍♀️,1F935 1F3FD 200D 2640 FE0F                  ,woman in tuxedo: medium skin tone
🤵🏽‍♂️,1F935 1F3FD 200D 2642 FE0F                  ,man in tuxedo: medium skin tone
🤵🏾‍♀️,1F935 1F3FE 200D 2640 FE0F                  ,woman in tuxedo: medium-dark skin tone
🤵🏾‍♂️,1F935 1F3FE 200D 2642 FE0F                  ,man in tuxedo: medium-dark skin tone
🤵🏿‍♀️,1F935 1F3FF 200D 2640 FE0F                  ,woman in tuxedo: dark skin tone
🤵🏿‍♂️,1F935 1F3FF 200D 2642 FE0F                  ,man in tuxedo: dark skin tone
🤷‍♀️,1F937 200D 2640 FE0F                        ,woman shrugging
🤷‍♂️,1F937 200D 2642 FE0F                        ,man shrugging
🤷🏻‍♀️,1F937 1F3FB 200D 2640 FE0F                  ,woman shrugging: light skin tone
🤷🏻‍♂️,1F937 1F3FB 200D 2642 FE0F                  ,man shrugging: light skin tone
🤷🏼‍♀️,1F937 1F3FC 200D 2640 FE0F                  ,woman shrugging: medium-light skin tone
🤷🏼‍♂️,1F937 1F3FC 200D 2642 FE0F                  ,man shrugging: medium-light skin tone
🤷🏽‍♀️,1F937 1F3FD 200D 2640 FE0F                  ,woman shrugging: medium skin tone
🤷🏽‍♂️,1F937 1F3FD 200D 2642 FE0F                  ,man shrugging: medium skin tone
🤷🏾‍♀️,1F937 1F3FE 200D 2640 FE0F                  ,woman shrugging: medium-dark skin tone
🤷🏾‍♂️,1F937 1F3FE 200D 2642 FE0F                  ,man shrugging: medium-dark skin tone
🤷🏿‍♀️,1F937 1F3FF 200D 2640 FE0F                  ,woman shrugging: dark skin tone
🤷🏿‍♂️,1F937 1F3FF 200D 2642 FE0F                  ,man shrugging: dark skin tone
🤸‍♀️,1F938 200D 2640 FE0F                        ,woman cartwheeling
🤸‍♂️,1F938 200D 2642 FE0F                        ,man cartwheeling
🤸🏻‍♀️,1F938 1F3FB 200D 2640 FE0F                  ,woman cartwheeling: light skin tone
🤸🏻‍♂️,1F938 1F3FB 200D 2642 FE0F                  ,man cartwheeling: light skin tone
🤸🏼‍♀️,1F938 1F3FC 200D 2640 FE0F                  ,woman cartwheeling: medium-light skin tone
🤸🏼‍♂️,1F938 1F3FC 200D 2642 FE0F                  ,man cartwheeling: medium-light skin tone
🤸🏽‍♀️,1F938 1F3FD 200D 2640 FE0F                  ,woman cartwheeling: medium skin tone
🤸🏽‍♂️,1F938 1F3FD 200D 2642 FE0F                  ,man cartwheeling: medium skin tone
🤸🏾‍♀️,1F938 1F3FE 200D 2640 FE0F                  ,woman cartwheeling: medium-dark skin tone
🤸🏾‍♂️,1F938 1F3FE 200D 2642 FE0F                  ,man cartwheeling: medium-dark skin tone
🤸🏿‍♀️,1F938 1F3FF 200D 2640 FE0F                  ,woman cartwheeling: dark skin tone
🤸🏿‍♂️,1F938 1F3FF 200D 2642 FE0F                  ,man cartwheeling: dark skin tone
🤹‍♀️,1F939 200D 2640 FE0F                        ,woman juggling
🤹‍♂️,1F939 200D 2642 FE0F                        ,man juggling
🤹🏻‍♀️,1F939 1F3FB 200D 2640 FE0F                  ,woman juggling: light skin tone
🤹🏻‍♂️,1F939 1F3FB 200D 2642 FE0F                  ,man juggling: light skin tone
🤹🏼‍♀️,1F939 1F3FC 200D 2640 FE0F                  ,woman juggling: medium-light skin tone
🤹🏼‍♂️,1F939 1F3FC 200D 2642 FE0F                  ,man juggling: medium-light skin tone
🤹🏽‍♀️,1F939 1F3FD 200D 2640 FE0F                  ,woman juggling: medium skin tone
🤹🏽‍♂️,1F939 1F3FD 200D 2642 FE0F                  ,man juggling: medium skin tone
🤹🏾‍♀️,1F939 1F3FE 200D 2640 FE0F                  ,woman juggling: medium-dark skin tone
🤹🏾‍♂️,1F939 1F3FE 200D 2642 FE0F                  ,man juggling: medium-dark skin tone
🤹🏿‍♀️,1F939 1F3FF 200D 2640 FE0F                  ,woman juggling: dark skin tone
🤹🏿‍♂️,1F939 1F3FF 200D 2642 FE0F                  ,man juggling: dark skin tone
🤼‍♀️,1F93C 200D 2640 FE0F                        ,women wrestling
🤼‍♂️,1F93C 200D 2642 FE0F                        ,men wrestling
🤽‍♀️,1F93D 200D 2640 FE0F                        ,woman playing water polo
🤽‍♂️,1F93D 200D 2642 FE0F                        ,man playing water polo
🤽🏻‍♀️,1F93D 1F3FB 200D 2640 FE0F                  ,woman playing water polo: light skin tone
🤽🏻‍♂️,1F93D 1F3FB 200D 2642 FE0F                  ,man playing water polo: light skin tone
🤽🏼‍♀️,1F93D 1F3FC 200D 2640 FE0F                  ,woman playing water polo: medium-light skin tone
🤽🏼‍♂️,1F93D 1F3FC 200D 2642 FE0F                  ,man playing water polo: medium-light skin tone
🤽🏽‍♀️,1F93D 1F3FD 200D 2640 FE0F                  ,woman playing water polo: medium skin tone
🤽🏽‍♂️,1F93D 1F3FD 200D 2642 FE0F                  ,man playing water polo: medium skin tone
🤽🏾‍♀️,1F93D 1F3FE 200D 2640 FE0F                  ,woman playing water polo: medium-dark skin tone
🤽🏾‍♂️,1F93D 1F3FE 200D 2642 FE0F                  ,man playing water polo: medium-dark skin tone
🤽🏿‍♀️,1F93D 1F3FF 200D 2640 FE0F                  ,woman playing water polo: dark skin tone
🤽🏿‍♂️,1F93D 1F3FF 200D 2642 FE0F                  ,man playing water polo: dark skin tone
🤾‍♀️,1F93E 200D 2640 FE0F                        ,woman playing handball
🤾‍♂️,1F93E 200D 2642 FE0F                        ,man playing handball
🤾🏻‍♀️,1F93E 1F3FB 200D 2640 FE0F                  ,woman playing handball: light skin tone
🤾🏻‍♂️,1F93E 1F3FB 200D 2642 FE0F                  ,man playing handball: light skin tone
🤾🏼‍♀️,1F93E 1F3FC 200D 2640 FE0F                  ,woman playing handball: medium-light skin tone
🤾🏼‍♂️,1F93E 1F3FC 200D 2642 FE0F                  ,man playing handball: medium-light skin tone
🤾🏽‍♀️,1F93E 1F3FD 200D 2640 FE0F                  ,woman playing handball: medium skin tone
🤾🏽‍♂️,1F93E 1F3FD 200D 2642 FE0F                  ,man playing handball: medium skin tone
🤾🏾‍♀️,1F93E 1F3FE 200D 2640 FE0F                  ,woman playing handball: medium-dark skin tone
🤾🏾‍♂️,1F93E 1F3FE 200D 2642 FE0F                  ,man playing handball: medium-dark skin tone
🤾🏿‍♀️,1F93E 1F3FF 200D 2640 FE0F                  ,woman playing handball: dark skin tone
🤾🏿‍♂️,1F93E 1F3FF 200D 2642 FE0F                  ,man playing handball: dark skin tone
🦸‍♀️,1F9B8 200D 2640 FE0F                        ,woman superhero
🦸‍♂️,1F9B8 200D 2642 FE0F                        ,man superhero
🦸🏻‍♀️,1F9B8 1F3FB 200D 2640 FE0F                  ,woman superhero: light skin tone
🦸🏻‍♂️,1F9B8 1F3FB 200D 2642 FE0F                  ,man superhero: light skin tone
🦸🏼‍♀️,1F9B8 1F3FC 200D 2640 FE0F                  ,woman superhero: medium-light skin tone
🦸🏼‍♂️,1F9B8 1F3FC 200D 2642 FE0F                  ,man superhero: medium-light skin tone
🦸🏽‍♀️,1F9B8 1F3FD 200D 2640 FE0F                  ,woman superhero: medium skin tone
🦸🏽‍♂️,1F9B8 1F3FD 200D 2642 FE0F                  ,man superhero: medium skin tone
🦸🏾‍♀️,1F9B8 1F3FE 200D 2640 FE0F                  ,woman superhero: medium-dark skin tone
🦸🏾‍♂️,1F9B8 1F3FE 200D 2642 FE0F                  ,man superhero: medium-dark skin tone
🦸🏿‍♀️,1F9B8 1F3FF 200D 2640 FE0F                  ,woman superhero: dark skin tone
🦸🏿‍♂️,1F9B8 1F3FF 200D 2642 FE0F                  ,man superhero: dark skin tone
🦹‍♀️,1F9B9 200D 2640 FE0F                        ,woman supervillain
🦹‍♂️,1F9B9 200D 2642 FE0F                        ,man supervillain
🦹🏻‍♀️,1F9B9 1F3FB 200D 2640 FE0F                  ,woman supervillain: light skin tone
🦹🏻‍♂️,1F9B9 1F3FB 200D 2642 FE0F                  ,man supervillain: light skin tone
🦹🏼‍♀️,1F9B9 1F3FC 200D 2640 FE0F                  ,woman supervillain: medium-light skin tone
🦹🏼‍♂️,1F9B9 1F3FC 200D 2642 FE0F                  ,man supervillain: medium-light skin tone
🦹🏽‍♀️,1F9B9 1F3FD 200D 2640 FE0F                  ,woman supervillain: medium skin tone
🦹🏽‍♂️,1F9B9 1F3FD 200D 2642 FE0F                  ,man supervillain: medium skin tone
🦹🏾‍♀️,1F9B9 1F3FE 200D 2640 FE0F                  ,woman supervillain: medium-dark skin tone
🦹🏾‍♂️,1F9B9 1F3FE 200D 2642 FE0F                  ,man supervillain: medium-dark skin tone
🦹🏿‍♀️,1F9B9 1F3FF 200D 2640 FE0F                  ,woman supervillain: dark skin tone
🦹🏿‍♂️,1F9B9 1F3FF 200D 2642 FE0F                  ,man supervillain: dark skin tone
🧍‍♀️,1F9CD 200D 2640 FE0F                        ,woman standing
🧍‍♂️,1F9CD 200D 2642 FE0F                        ,man standing
🧍🏻‍♀️,1F9CD 1F3FB 200D 2640 FE0F                  ,woman standing: light skin tone
🧍🏻‍♂️,1F9CD 1F3FB 200D 2642 FE0F                  ,man standing: light skin tone
🧍🏼‍♀️,1F9CD 1F3FC 200D 2640 FE0F                  ,woman standing: medium-light skin tone
🧍🏼‍♂️,1F9CD 1F3FC 200D 2642 FE0F                  ,man standing: medium-light skin tone
🧍🏽‍♀️,1F9CD 1F3FD 200D 2640 FE0F                  ,woman standing: medium skin tone
🧍🏽‍♂️,1F9CD 1F3FD 200D 2642 FE0F                  ,man standing: medium skin tone
🧍🏾‍♀️,1F9CD 1F3FE 200D 2640 FE0F                  ,woman standing: medium-dark skin tone
🧍🏾‍♂️,1F9CD 1F3FE 200D 2642 FE0F                  ,man standing: medium-dark skin tone
🧍🏿‍♀️,1F9CD 1F3FF 200D 2640 FE0F                  ,woman standing: dark skin tone
🧍🏿‍♂️,1F9CD 1F3FF 200D 2642 FE0F                  ,man standing: dark skin tone
🧎‍♀️,1F9CE 200D 2640 FE0F                        ,woman kneeling
🧎‍♀️‍➡️,1F9CE 200D 2640 FE0F 200D 27A1 FE0F         ,woman kneeling facing right
🧎‍♂️,1F9CE 200D 2642 FE0F                        ,man kneeling
🧎‍♂️‍➡️,1F9CE 200D 2642 FE0F 200D 27A1 FE0F         ,man kneeling facing right
🧎🏻‍♀️,1F9CE 1F3FB 200D 2640 FE0F                  ,woman kneeling: light skin tone
🧎🏻‍♀️‍➡️,1F9CE 1F3FB 200D 2640 FE0F 200D 27A1 FE0F   ,woman kneeling facing right: light skin tone
🧎🏻‍♂️,1F9CE 1F3FB 200D 2642 FE0F                  ,man kneeling: light skin tone
🧎🏻‍♂️‍➡️,1F9CE 1F3FB 200D 2642 FE0F 200D 27A1 FE0F   ,man kneeling facing right: light skin tone
🧎🏼‍♀️,1F9CE 1F3FC 200D 2640 FE0F                  ,woman kneeling: medium-light skin tone
🧎🏼‍♀️‍➡️,1F9CE 1F3FC 200D 2640 FE0F 200D 27A1 FE0F   ,woman kneeling facing right: medium-light skin tone
🧎🏼‍♂️,1F9CE 1F3FC 200D 2642 FE0F                  ,man kneeling: medium-light skin tone
